0.1, 1.79751e+12
0.2, 4.49378e+11
0.3, 1.99723e+11
0.4, 1.12344e+11
0.5, 7.19004e+10
0.6, 4.99308e+10
0.7, 3.66839e+10
0.8, 2.80861e+10
0.9, 2.21915e+10
1, 1.79751e+10
1.1, 1.48555e+10
1.2, 1.24827e+10
1.3, 1.06362e+10
1.4, 9.17097e+09
1.5, 7.98893e+09
1.6, 7.02152e+09
1.7, 6.21976e+09
1.8, 5.54787e+09
1.9, 4.97925e+09
